"movie_title","duration","director_name","director_facebook_likes","actor_1_name","actor_1_facebook_likes","actor_2_name","actor_2_facebook_likes","actor_3_name","actor_3_facebook_likes","num_critic_for_reviews","num_user_for_reviews","num_voted_users","cast_total_facebook_likes","movie_facebook_likes","plot_keywords","facenumber_in_poster","color","genres","title_year","language","country","content_rating","aspect_ratio","movie_imdb_link","gross","budget","imdb_score"
"Mandela: Long Walk to Freedom ",141,"Justin Chadwick",56,"Terry Pheto",113,"Fana Mokoena",98,"Tony Kgoroge",38,211,108,21223,301,13000,"africa|apartheid|nelson mandela|president|resistance",1,"Color","Biography|Drama|History",2013,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt2304771/?ref_=fn_tt_tt_1",8324748,3.5e+07,7.1
"Killer Joe ",98,"William Friedkin",607,"Matthew McConaughey",11000,"Scott A. Martin",414,"Carol Sutton",251,376,216,59297,11853,12000,"female nudity|female pubic hair|lingerie|neo noir|pubic hair",0,"Color","Crime|Drama|Romance|Thriller",2011,"English","USA","R",1.85,"http://www.imdb.com/title/tt1726669/?ref_=fn_tt_tt_1",1987762,1.1e+07,6.7
"Inside Out ",95,"Pete Docter",0,"Amy Poehler",1000,"Mindy Kaling",767,"Phyllis Smith",384,536,773,345198,2944,118000,"anger|joy|memory|running away|sadness",1,"Color","Adventure|Animation|Comedy|Drama|Family|Fantasy",2015,"English","USA","PG",1.85,"http://www.imdb.com/title/tt2096673/?ref_=fn_tt_tt_1",356454367,1.75e+08,8.3
"The Huntsman: Winter's War ",120,"Cedric Nicolas-Troyan",19,"Chris Hemsworth",26000,"Sam Claflin",11000,"Charlize Theron",9000,231,134,37750,46719,16000,"based on fairy tale|dark fantasy|fairy tale|second part|sequel",2,"Color","Action|Adventure|Drama|Fantasy",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2381991/?ref_=fn_tt_tt_1",47952020,1.15e+08,6.1
"You Got Served ",95,"Chris Stokes",548,"Jennifer Freeman",389,"Marques Houston",363,"Steve Harvey",360,58,247,23671,1792,0,"competition|dance contest|friend|money|street dancing",0,"Color","Drama|Music",2004,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0365957/?ref_=fn_tt_tt_1",40066497,8e+06,3.5
"Harvard Man ",99,"James Toback",56,"Sarah Michelle Gellar",4000,"Eric Stoltz",902,"Joey Lauren Adams",781,27,69,3754,6776,113,"basketball|cheerleader|college|harvard|philosophy",3,"Color","Comedy|Crime|Drama|Romance|Thriller",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0242508/?ref_=fn_tt_tt_1",56007,5500000,4.9
"Star Trek III: The Search for Spock ",105,"Leonard Nimoy",12000,"Leonard Nimoy",12000,"Nichelle Nichols",664,"Walter Koenig",643,110,192,58743,14762,0,"dying planet|planet|regaining one's memory|sacrifice|stabbed to death",1,"Color","Action|Adventure|Sci-Fi",1984,"English","USA","PG",2.35,"http://www.imdb.com/title/tt0088170/?ref_=fn_tt_tt_1",76400000,1.7e+07,6.6
"The Sting ",129,"George Roy Hill",131,"Eileen Brennan",1000,"Robert Shaw",559,"Ray Walston",417,119,252,175607,2387,0,"con|con man|courier|long con|murder",0,"Color","Comedy|Crime|Drama",1973,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0070735/?ref_=fn_tt_tt_1",159600000,5500000,8.3
"Krampus ",98,"Michael Dougherty",66,"Adam Scott",3000,"Conchata Ferrell",658,"Allison Tolman",562,198,181,29867,4567,27000,"christmas|german|holiday|krampus|santa claus",0,"Color","Comedy|Fantasy|Horror",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt3850590/?ref_=fn_tt_tt_1",42592530,1.5e+07,6.2
"Kiss the Girls ",115,"Gary Fleder",39,"Morgan Freeman",11000,"Tony Goldwyn",956,"Tatyana Ali",685,83,143,50653,14322,0,"detective|kidnapping|punching a heavy bag|serial killer|tied to a tree",1,"Color","Crime|Drama|Mystery|Thriller",1997,"English","USA","R",2.35,"http://www.imdb.com/title/tt0119468/?ref_=fn_tt_tt_1",60491560,2.7e+07,6.6
"In Too Deep ",95,"Michael Rymer",48,"LL Cool J",1000,"Omar Epps",865,"Nia Long",826,28,29,4598,4837,375,"cunnilingus|oral sex|police|sex scene|undercover",1,"Color","Crime|Drama|Thriller",1999,"English","USA","R",2.35,"http://www.imdb.com/title/tt0160401/?ref_=fn_tt_tt_1",14003141,7e+06,6.1
"Jindabyne ",118,"Ray Lawrence",10,"John Howard",172,"Deborra-Lee Furness",71,"Max Cullen",48,75,115,5772,378,302,"camp|fishing|fishing trip|river|town",2,"Color","Crime|Drama|Mystery|Thriller",2006,"English","Australia","R",2.35,"http://www.imdb.com/title/tt0382765/?ref_=fn_tt_tt_1",399879,1.5e+07,6.4
"My Boss's Daughter ",90,"David Zucker",119,"Carmen Electra",869,"Tyler Labine",779,"Molly Shannon",636,56,123,24038,3007,411,"boss' daughter|crush|house sitter|housesitting|love interest",2,"Color","Comedy|Romance",2003,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0270980/?ref_=fn_tt_tt_1",15549702,1.4e+07,4.6
"Against the Ropes ",110,"Charles S. Dutton",534,"Omar Epps",865,"Charles S. Dutton",534,"Tim Daly",511,76,50,5917,2972,177,"boxer|boxing|boxing arena|boxing manager|directed by co star",2,"Color","Biography|Drama|Romance|Sport",2004,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0312329/?ref_=fn_tt_tt_1",5881504,3.9e+07,5.3
"The King's Speech ",118,"Tom Hooper",0,"Colin Firth",14000,"Jennifer Ehle",1000,"Derek Jacobi",520,479,636,503631,15732,64000,"king|king george vi|speech|speech therapist|throne",0,"Color","Biography|Drama|History|Romance",2010,"English","UK","R",1.85,"http://www.imdb.com/title/tt1504320/?ref_=fn_tt_tt_1",138795342,1.5e+07,8
"The Bounty ",132,"Roger Donaldson",79,"Liam Neeson",14000,"Anthony Hopkins",12000,"Laurence Olivier",1000,29,95,17982,28094,1000,"lieutenant|lifeboat|mutiny|sailing ship|ship",2,"Color","Action|Adventure|Drama|History|Romance",1984,"English","UK","PG",2.35,"http://www.imdb.com/title/tt0086993/?ref_=fn_tt_tt_1",8600000,2.5e+07,7
"What to Expect When You're Expecting ",110,"Kirk Jones",52,"Anna Kendrick",10000,"Dennis Quaid",2000,"Thomas Lennon",651,170,89,57266,13396,14000,"baby|expecting twins|hawaiian shirt|photographer|pregnancy",12,"Color","Comedy|Drama|Romance",2012,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1586265/?ref_=fn_tt_tt_1",41102171,4e+07,5.7
"Halloween ",101,"John Carpenter",0,"Jamie Lee Curtis",2000,"Donald Pleasence",742,"P.J. Soles",598,318,1191,157857,4400,12000,"halloween|masked killer|michael myers|slasher|trick or treat",0,"Color","Horror|Thriller",1978,"English","USA","R",2.35,"http://www.imdb.com/title/tt0077651/?ref_=fn_tt_tt_1",47000000,3e+05,7.9
"Pan ",111,"Joe Wright",456,"Hugh Jackman",20000,"Cara Delevingne",559,"Nonso Anozie",394,256,186,39975,21404,24000,"1940s|child hero|fantasy world|orphan|reference to peter pan",4,"Color","Adventure|Family|Fantasy",2015,"English","USA","PG",2.35,"http://www.imdb.com/title/tt3332064/?ref_=fn_tt_tt_1",34964818,1.5e+08,5.8
"The Assassin ",105,"Hsiao-Hsien Hou",141,"Qi Shu",1000,"Chen Chang",103,"Satoshi Tsumabuki",56,205,87,9427,1172,0,"black magic|china|love|refusal to kill|wuxia",1,"Color","Action|Drama",2015,"Mandarin","Taiwan","Not Rated",1.37,"http://www.imdb.com/title/tt3508840/?ref_=fn_tt_tt_1",613556,1.5e+07,6.4
"The Jimmy Show ",96,"Frank Whaley",436,"Lynn Cohen",474,"Frank Whaley",436,"Heather Bucha",4,9,21,480,920,47,"based on play|character name in title",3,"Color","Comedy|Drama",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1",703,1500000,5.4
"Heartbreakers ",123,"David Mirkin",7,"Sarah Silverman",931,"Anne Bancroft",754,"Jeffrey Jones",692,116,216,44168,2912,989,"bank|infidelity|millionaire|money|scam",3,"Color","Comedy|Crime|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0125022/?ref_=fn_tt_tt_1",40334024,3.5e+07,6.2
"The Lincoln Lawyer ",118,"Brad Furman",65,"Matthew McConaughey",11000,"Margarita Levieva",980,"Frances Fisher",638,274,203,173848,13943,25000,"defense attorney|defense lawyer|lawyer|plot twist|prostitute",1,"Color","Crime|Drama|Thriller",2011,"English","USA","R",2.35,"http://www.imdb.com/title/tt1189340/?ref_=fn_tt_tt_1",57981889,4e+07,7.3
"Here Comes the Boom ",105,"Frank Coraci",153,"Salma Hayek",4000,"Reggie Lee",828,"Charice",491,154,112,74169,6727,17000,"claim in title|high school|mixed martial arts|ultimate fighting championship|underdog",2,"Color","Action|Comedy|Sport",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1648179/?ref_=fn_tt_tt_1",45290318,4.2e+07,6.5
"Halloween 5 ",96,"Dominique Othenin-Girard",2,"Donald Pleasence",742,"Tamara Glynn",256,"Troy Evans",120,137,287,22929,1308,926,"cat|halloween|kitten|michael myers|psychotronic",1,"Color","Horror|Thriller",1989,"English","USA","X",1.85,"http://www.imdb.com/title/tt0097474/?ref_=fn_tt_tt_1",11642254,3e+06,5.2
"The Secret in Their Eyes ",129,"Juan José Campanella",195,"Ricardo Darín",827,"Soledad Villamil",88,"Guillermo Francella",50,262,231,131831,1044,33000,"investigation|justice|murder|suspect|tension",0,"Color","Drama|Mystery|Thriller",2009,"Spanish","Argentina","R",2.35,"http://www.imdb.com/title/tt1305806/?ref_=fn_tt_tt_1",20167424,2e+06,8.2
"Mercury Rising ",111,"Harold Becker",17,"Bruce Willis",13000,"Miko Hughes",968,"Carrie Preston",652,79,127,54314,16536,0,"autistic child|boy|child in danger|fbi|nsa",1,"Color","Action|Crime|Drama|Thriller",1998,"English","USA","R",2.35,"http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1",32940507,6e+07,6.1
"Hamlet ",150,"Kenneth Branagh",0,"Julie Christie",597,"Brian Blessed",591,"Richard Briers",401,85,224,30618,1645,0,"classic literature|denmark|funeral|madness|prince",0,"Color","Drama",1996,"English","UK","PG-13",2.2,"http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1",4414535,1.8e+07,7.8
"Snow White and the Seven Dwarfs ",83,"William Cottrell",0,"Adriana Caselotti",82,"Billy Gilbert",47,"Lucille La Verne",31,145,204,133348,229,0,"dwarf|love|princess|queen|snow white",1,"Color","Animation|Family|Fantasy|Musical",1937,"English","USA","Approved",1.37,"http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1",184925485,2e+06,7.7
"Ghost World ",111,"Terry Zwigoff",72,"Scarlett Johansson",19000,"Steve Buscemi",12000,"T.J. Thyne",722,122,488,96129,34106,5000,"art class|diner|friend|graduation|high school",0,"Color","Comedy|Drama",2001,"English","USA","R",1.85,"http://www.imdb.com/title/tt0162346/?ref_=fn_tt_tt_1",6200756,7e+06,7.4
"The White Countess ",135,"James Ivory",133,"Vanessa Redgrave",898,"Natasha Richardson",708,"Lynn Redgrave",258,64,78,5321,2096,356,"countess|diplomat|japanese|russian|shanghai",0,"Color","Drama|History|Romance|War",2005,"English","UK","PG-13",1.66,"http://www.imdb.com/title/tt0384686/?ref_=fn_tt_tt_1",1666262,1.6e+07,6.7
"Persepolis ",89,"Vincent Paronnaud",10,"Catherine Deneuve",963,"Gena Rowlands",545,"Danielle Darrieux",106,242,158,70194,1754,14000,"dream|girl|iran|islamic revolution|revolution",0,"Color","Animation|Biography|Drama|War",2007,"French","France","PG-13",1.85,"http://www.imdb.com/title/tt0808417/?ref_=fn_tt_tt_1",4443403,7300000,8
"Stranger Than Fiction ",113,"Marc Forster",395,"Will Ferrell",8000,"Christian Stolte",189,"Danny Rhodes",77,253,529,186977,8362,13000,"author|fate|novelist|professor|writer",1,"Color","Comedy|Drama|Fantasy|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0420223/?ref_=fn_tt_tt_1",40137776,3.8e+07,7.6
"Miss Congeniality 2: Armed and Fabulous ",115,"John Pasquin",11,"Eileen Brennan",1000,"Diedrich Bader",759,"Treat Williams",642,111,156,51252,4305,621,"bodyguard|fbi|fbi agent|female protagonist|undercover",2,"Color","Action|Comedy|Crime",2005,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0385307/?ref_=fn_tt_tt_1",48472213,4.5e+07,5
"Made of Honor ",101,"Paul Weiland",10,"Busy Philipps",1000,"Beau Garrett",689,"Kevin Sussman",681,128,101,54421,4298,3000,"friend|love|maid|maid of honor|marriage",2,"Color","Comedy|Romance",2008,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0866439/?ref_=fn_tt_tt_1",46012734,4e+07,5.8
"Justin Bieber: Never Say Never ",115,"Jon M. Chu",209,"Usher Raymond",569,"Sean Kingston",69,"Boys II Men",41,84,233,74351,714,62000,"boyhood friend|manager|plasma tv|prodigy|star",1,"Color","Documentary|Music",2011,"English","USA","G",1.85,"http://www.imdb.com/title/tt1702443/?ref_=fn_tt_tt_1",73000942,1.3e+07,1.6
"Anatomy ",103,"Stefan Ruzowitzky",24,"Benno Fürmann",127,"Rüdiger Vogler",10,"Sebastian Blomberg",10,62,110,10220,163,560,"dissection|male pubic hair|medical school|medical student|train",0,"Color","Horror|Thriller",2000,"German","Germany","R",2.35,"http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1",5725,8400000,6.1
"Zoolander 2 ",102,"Ben Stiller",0,"Milla Jovovich",14000,"Will Ferrell",8000,"Justin Theroux",1000,226,150,34964,24107,28000,"chosen one|fashion|fashion model|model|retired",4,"Color","Comedy",2016,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt1608290/?ref_=fn_tt_tt_1",28837115,5e+07,4.8
"Swingers ",96,"Doug Liman",218,"Jon Favreau",4000,"Alex Désert",135,"Blake Lindsley",31,77,252,63951,4230,0,"actor|black panties|cult film|friend|upskirt",0,"Color","Comedy|Drama",1996,"English","USA","R",1.85,"http://www.imdb.com/title/tt0117802/?ref_=fn_tt_tt_1",4505922,2e+05,7.4
"The Specials ",82,"Craig Mazin",82,"Judy Greer",2000,"James Gunn",571,"Jamie Kennedy",490,29,54,1938,3905,210,"action figure|press conference|superhero|superhero team|toy",0,"Color","Action|Comedy|Fantasy|Sci-Fi",2000,"English","USA","R",1.85,"http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1",12996,1e+06,6
"Jane Got a Gun ",98,"Gavin O'Connor",149,"Natalie Portman",20000,"Noah Emmerich",617,"Boyd Holbrook",439,123,56,8885,21414,0,"brothel|death of husband|ex lover|haunted by the past|redemption",0,"Color","Action|Drama|Western",2016,"English","USA","R",2.35,"http://www.imdb.com/title/tt2140037/?ref_=fn_tt_tt_1",1512815,2.5e+07,5.8
"Pay It Forward ",123,"Mimi Leder",75,"Kevin Spacey",18000,"Haley Joel Osment",3000,"Angie Dickinson",754,157,660,95860,23920,16000,"alcoholism|boy|good deed|protective male|teacher",2,"Color","Drama",2000,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0223897/?ref_=fn_tt_tt_1",33508922,4e+07,7.2
"Harry Potter and the Order of the Phoenix ",138,"David Yates",282,"Robert Pattinson",21000,"Daniel Radcliffe",11000,"Fiona Shaw",687,329,1108,355137,33433,0,"battle|magic|school|teacher|wizard",3,"Color","Adventure|Family|Fantasy|Mystery",2007,"English","UK","PG-13",2.35,"http://www.imdb.com/title/tt0373889/?ref_=fn_tt_tt_1",292000866,1.5e+08,7.5
"Hot Pursuit ",87,"Anne Fletcher",98,"Jim Gaffigan",472,"Richard T. Jones",328,"Michael Mosley",253,155,118,34948,1679,0,"danger|drug cartel|female cop|female police officer|fugitive",2,"Color","Action|Comedy|Crime",2015,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1",34507079,3.5e+07,5.1
"Awake ",84,"Joby Harold",8,"Hayden Christensen",4000,"Fisher Stevens",922,"Denis O'Hare",896,133,196,63216,6954,0,"anesthetic|anesthetic awareness|heart|heart surgery|surgery",0,"Color","Crime|Mystery|Thriller",2007,"English","USA","R",2.35,"http://www.imdb.com/title/tt0211933/?ref_=fn_tt_tt_1",14373825,8600000,6.5
"Frankenweenie ",87,"Tim Burton",13000,"Martin Landau",940,"Catherine O'Hara",925,"Atticus Shaffer",787,370,165,73886,4774,25000,"dog|life|remake by original director|science|stop motion animation",0," Black and White","Animation|Comedy|Family|Horror|Sci-Fi",2012,"English","USA","PG",1.85,"http://www.imdb.com/title/tt1142977/?ref_=fn_tt_tt_1",35287788,3.9e+07,7
"Owning Mahowny ",104,"Richard Kwietniowski",23,"Philip Seymour Hoffman",22000,"Minnie Driver",893,"Maury Chaykin",232,82,83,10585,23513,0,"bank|bank fraud|bank manager|gambling|toronto",1,"Color","Crime|Drama|Thriller",2003,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0285861/?ref_=fn_tt_tt_1",1011054,1e+07,7.2
"The Royal Tenenbaums ",110,"Wes Anderson",0,"Bill Murray",13000,"Anjelica Huston",1000,"Seymour Cassel",327,220,962,209133,14609,0,"brother brother relationship|family relationships|father daughter relationship|genius|thrown through a window",1,"Color","Comedy|Drama",2001,"English","USA","R",2.35,"http://www.imdb.com/title/tt0265666/?ref_=fn_tt_tt_1",52353636,2.1e+07,7.6
"The Good Heart ",99,"Dagur Kári",29,"Alice Olivia Clarke",117,"Susan Blommaert",64,"Stephen Henderson",64,61,14,3579,298,0,"bar|bartender|death|heart attack|mentor protege relationship",2,"Color","Drama",2009,"English","Iceland","R",2.35,"http://www.imdb.com/title/tt0808285/?ref_=fn_tt_tt_1",19959,3800000,6.9
"Timecop ",99,"Peter Hyams",0,"Mia Sara",664,"Bruce McGill",655,"Gloria Reuben",186,62,115,44394,2010,0,"cop|corrupt politician|future|senator|time travel",1,"Color","Action|Crime|Sci-Fi|Thriller",1994,"English","Canada","R",2.35,"http://www.imdb.com/title/tt0111438/?ref_=fn_tt_tt_1",44450000,2.7e+07,5.8
"I, Frankenstein ",92,"Stuart Beattie",72,"Caitlin Stasey",623,"Kevin Grevioux",593,"Miranda Otto",568,308,194,65709,3165,15000,"army|creature|demon|frankenstein|gargoyle",0,"Color","Action|Fantasy|Sci-Fi|Thriller",2014,"English","Australia","PG-13",2.35,"http://www.imdb.com/title/tt1418377/?ref_=fn_tt_tt_1",19059018,6.5e+07,5.1
"America's Sweethearts ",102,"Joe Roth",148,"Julia Roberts",8000,"Rainn Wilson",973,"Larry King",135,142,343,47573,9176,881,"actor|love|movie star|press|publicist",4,"Color","Comedy|Romance",2001,"English","USA","PG-13",2.35,"http://www.imdb.com/title/tt0265029/?ref_=fn_tt_tt_1",93607673,4.8e+07,5.7
"Letters to God ",110,"David Nixon",13,"Robyn Lively",439,"Michael Bolten",399,"Christopher Schmidt",221,19,65,3942,1567,0,"cancer|faith|hope|letter|prayer",0,"Color","Drama|Family",2010,"English","USA","PG",1.78,"http://www.imdb.com/title/tt1462054/?ref_=fn_tt_tt_1",2848578,3500000,6.3
"Milk ",128,"Gus Van Sant",835,"James Franco",11000,"Denis O'Hare",896,"Lucas Grabeel",755,324,281,136673,13189,10000,"california|gay|gay activist|gay pickup|gay rights",1,"Color","Biography|Drama|History",2008,"English","USA","R",1.85,"http://www.imdb.com/title/tt1013753/?ref_=fn_tt_tt_1",31838002,2e+07,7.6
"March or Die ",107,"Dick Richards",6,"Catherine Deneuve",963,"Terence Hill",750,"Jack O'Halloran",375,6,26,2215,2209,122,"arab|bare chested male|foreign legion|french foreign legion|morocco",1,"Color","Adventure|Drama|Romance|War",1977,"English","UK","PG",1.85,"http://www.imdb.com/title/tt0076175/?ref_=fn_tt_tt_1",1000000,9e+06,6.3
"Pale Rider ",115,"Clint Eastwood",16000,"Clint Eastwood",16000,"Chris Penn",455,"Sydney Penny",240,38,138,39451,17209,0,"gold|miner|preacher|prospector|sheriff",0,"Color","Western",1985,"English","USA","R",2.35,"http://www.imdb.com/title/tt0089767/?ref_=fn_tt_tt_1",41400000,6900000,7.3
"Date Movie ",85,"Aaron Seltzer",64,"Alyson Hannigan",3000,"Carmen Electra",869,"Fred Willard",729,99,613,50415,6539,806,"female protagonist|greek|overweight|spoof|wedding planner",0,"Color","Comedy|Romance",2006,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0466342/?ref_=fn_tt_tt_1",48546578,2e+07,2.7
"The Lion King ",73,"Roger Allers",28,"Matthew Broderick",2000,"Nathan Lane",886,"Niketa Calame",847,186,656,644348,6458,17000,"king|prince|scar|uncle|unnecessary guilt",0,"Color","Adventure|Animation|Drama|Family|Musical",1994,"English","USA","G",1.66,"http://www.imdb.com/title/tt0110357/?ref_=fn_tt_tt_1",422783777,4.5e+07,8.5
"The Man in the Iron Mask ",132,"Randall Wallace",130,"Leonardo DiCaprio",29000,"Anne Parillaud",130,"Judith Godrèche",80,83,244,125219,29265,0,"france|musketeer|three musketeers|twin|twin brother",1,"Color","Action|Adventure",1998,"English","USA","PG-13",1.85,"http://www.imdb.com/title/tt0120744/?ref_=fn_tt_tt_1",56876365,3.5e+07,6.4
"White Fang ",107,"Randal Kleiser",116,"Seymour Cassel",327,"Klaus Maria Brandauer",172,"Susan Hogan",25,10,31,15730,552,0,"alaska|dog|friendship|gold|yukon",1,"Color","Adventure|Drama",1991,"English","USA","PG",1.85,"http://www.imdb.com/title/tt0103247/?ref_=fn_tt_tt_1",34793160,1.4e+07,6.7
"Gamer ",95,"Mark Neveldine",83,"Gerard Butler",18000,"Logan Lerman",8000,"Alison Lohman",1000,180,245,113483,29926,0,"battle|convict|death|mind control|role playing",1,"Color","Action|Sci-Fi|Thriller",2009,"English","USA","R",1.85,"http://www.imdb.com/title/tt1034032/?ref_=fn_tt_tt_1",20488579,5e+07,5.8
"Savages ",141,"Oliver Stone",0,"Demián Bichir",749,"Shea Whigham",463,"Gary Stretch",404,339,269,104301,1948,28000,"arms tied overhead|damsel in distress|dea|marijuana|southern california",4," Black and White","Crime|Drama|Thriller",2012,"English","USA","R",2.35,"http://www.imdb.com/title/tt1615065/?ref_=fn_tt_tt_1",47307550,4.5e+07,6.5
